Change Open Price (%),Change Close Price (%),Change Trade Volume (%),Change Turnover (%),Revenue,Net Profit,Gross Profit,Total Assets,Total Liabilities,Equity,Export Change,Import Change,Sentiment Score,Loan Category
11.36,12.89,8.9,5.52,458.54,187.0,278.84,495.72,19.69,296.09,10.36,-11.95,0.95,4
12.49,13.84,9.51,5.95,313.16,156.25,274.48,471.27,13.27,274.39,14.12,-12.66,0.96,4
13.02,10.51,5.15,9.28,385.53,186.48,281.47,462.83,15.93,288.67,14.58,-10.43,0.93,4
14.77,14.6,5.51,7.08,492.39,197.33,271.63,489.63,0.25,246.91,12.02,-10.63,0.82,4
14.01,10.25,7.57,6.82,476.06,190.1,266.42,446.91,7.07,259.91,14.08,-11.15,0.91,4
12.78,13.98,9.18,8.87,343.24,194.63,251.39,465.7,16.3,269.98,10.99,-11.96,0.92,4
11.66,14.07,9.9,7.88,304.06,159.79,292.25,477.57,14.07,209.62,15.0,-11.62,0.91,4
14.83,12.17,6.01,9.9,418.88,197.58,285.85,425.39,14.95,258.04,13.73,-11.74,0.94,4
12.23,10.89,6.86,5.23,354.73,169.06,220.06,451.57,11.19,257.56,10.74,-12.55,0.91,4
12.67,10.57,5.32,7.72,345.26,163.78,277.5,468.11,13.46,273.89,13.06,-14.46,0.98,4
11.7,14.01,5.19,7.21,403.66,161.98,233.65,410.21,4.34,297.77,12.42,-11.6,0.97,4
11.13,14.59,7.88,8.17,446.07,187.51,285.9,424.26,15.83,223.49,13.43,-12.61,0.85,4
10.9,12.31,8.92,6.02,480.1,193.61,219.36,464.39,16.77,299.46,10.8,-14.21,0.87,4
11.56,11.29,9.31,5.55,437.4,165.38,286.89,453.04,12.78,253.16,10.32,-11.96,0.95,4
11.14,13.32,9.5,8.65,409.61,189.47,259.55,433.66,5.87,276.2,11.56,-11.44,0.86,4
12.0,11.91,8.76,7.29,474.11,161.11,249.49,436.91,18.95,201.85,14.56,-10.6,0.81,4
11.07,11.83,9.03,7.16,319.3,185.56,266.66,400.83,5.84,276.28,12.82,-12.0,0.87,4
12.22,12.54,6.91,5.46,313.39,157.15,241.4,495.78,7.46,258.66,13.37,-14.17,0.88,4
10.71,10.02,7.41,8.34,384.5,194.48,251.03,402.67,13.8,261.98,10.28,-13.0,0.99,4
14.35,11.71,7.31,9.98,401.09,184.72,265.39,459.08,16.23,294.3,12.07,-11.51,0.86,4
12.34,10.95,9.4,8.08,336.58,178.37,264.88,407.24,15.72,213.96,14.36,-10.88,0.95,4
12.87,11.28,8.69,8.51,312.01,198.53,245.9,477.5,5.43,207.84,11.79,-10.81,0.85,4
10.29,11.05,5.45,7.55,392.53,166.32,298.67,407.4,1.25,287.3,11.25,-11.34,0.94,4
10.45,12.16,5.85,7.15,402.69,157.34,295.47,425.75,11.73,231.17,12.81,-14.79,0.82,4
10.01,12.28,8.03,5.87,420.72,183.12,232.07,423.76,19.9,243.69,12.89,-13.52,0.94,4
11.48,13.28,6.51,7.72,435.84,189.02,274.03,408.68,4.52,231.66,11.54,-11.29,0.92,4
14.78,10.74,7.14,7.75,334.12,189.42,235.36,426.83,4.06,283.75,12.31,-12.06,0.83,4
13.62,12.39,5.7,8.11,486.72,166.92,253.92,473.43,14.41,273.21,12.17,-10.75,0.97,4
11.91,12.27,9.84,9.86,464.04,192.76,267.25,493.66,1.19,266.85,14.65,-13.86,0.83,4
